Department,Category,Use Case,Prompt,ChatGPT URL,Source URL
"IT","IT compliance & security","Validate access controls","Review this access matrix of users, roles, and systems. Check whether each user’s access level follows our least-privilege policy. Identify any potential overprovisioning, and provide a table listing users with permissions that may need to be scaled back.","https://chatgpt.com/?prompt=Review%20this%20access%20matrix%20of%20users%2C%20roles%2C%20and%20systems.%20Check%20whether%20each%20user%E2%80%99s%20access%20level%20follows%20our%20least-privilege%20policy.%20Identify%20any%20potential%20overprovisioning%2C%20and%20provide%20a%20table%20listing%20users%20with%20permissions%20that%20may%20need%20to%20be%20scaled%20back.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT compliance & security","Review API security posture","Review this API schema and a sample set of traffic logs. Identify common API security issues such as poor input validation or lack of authentication. Provide a bullet-point list of findings with suggested fixes.","https://chatgpt.com/?prompt=Review%20this%20API%20schema%20and%20a%20sample%20set%20of%20traffic%20logs.%20Identify%20common%20API%20security%20issues%20such%20as%20poor%20input%20validation%20or%20lack%20of%20authentication.%20Provide%20a%20bullet-point%20list%20of%20findings%20with%20suggested%20fixes.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT operations & asset management","Draft IT onboarding checklist","Create a checklist for onboarding new hires from an IT perspective. Include key steps for account provisioning, security training, and hardware setup. Use this outline of our current process, and present the checklist organized by day or week.","https://chatgpt.com/?prompt=Create%20a%20checklist%20for%20onboarding%20new%20hires%20from%20an%20IT%20perspective.%20Include%20key%20steps%20for%20account%20provisioning%2C%20security%20training%2C%20and%20hardware%20setup.%20Use%20this%20outline%20of%20our%20current%20process%2C%20and%20present%20the%20checklist%20organized%20by%20day%20or%20week.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT operations & asset management","Generate hardware lifecycle policy","Create a draft policy for managing the lifecycle of company laptops and desktops. Reference this spreadsheet of device ages and current replacement costs. Write a formal document with guidance on replacement timelines, support windows, and environmental considerations.","https://chatgpt.com/?prompt=Create%20a%20draft%20policy%20for%20managing%20the%20lifecycle%20of%20company%20laptops%20and%20desktops.%20Reference%20this%20spreadsheet%20of%20device%20ages%20and%20current%20replacement%20costs.%20Write%20a%20formal%20document%20with%20guidance%20on%20replacement%20timelines%2C%20support%20windows%2C%20and%20environmental%20considerations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT operations & asset management","Draft asset inventory policy","Write a formal policy for maintaining and auditing IT asset inventory. Use this list of tools, departments, and stakeholders as a starting point. Include purpose, responsibilities, and process for inventory reconciliation.","https://chatgpt.com/?prompt=Write%20a%20formal%20policy%20for%20maintaining%20and%20auditing%20IT%20asset%20inventory.%20Use%20this%20list%20of%20tools%2C%20departments%2C%20and%20stakeholders%20as%20a%20starting%20point.%20Include%20purpose%2C%20responsibilities%2C%20and%20process%20for%20inventory%20reconciliation.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT operations & asset management","Help prioritize IT tickets","Review this queue of open IT support tickets. Use this prioritization rubric based on impact, urgency, and SLA. Reorder the tickets accordingly and present the list as a prioritized backlog with a short reason for each ranking.","https://chatgpt.com/?prompt=Review%20this%20queue%20of%20open%20IT%20support%20tickets.%20Use%20this%20prioritization%20rubric%20based%20on%20impact%2C%20urgency%2C%20and%20SLA.%20Reorder%20the%20tickets%20accordingly%20and%20present%20the%20list%20as%20a%20prioritized%20backlog%20with%20a%20short%20reason%20for%20each%20ranking.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT operations & asset management","Track hardware lifecycle risk","Use this device inventory file containing purchase dates, models, and OS versions. Highlight which assets are past end-of-life or nearing refresh thresholds. Create a table of at-risk devices and include a narrative summary for IT leadership.","https://chatgpt.com/?prompt=Use%20this%20device%20inventory%20file%20containing%20purchase%20dates%2C%20models%2C%20and%20OS%20versions.%20Highlight%20which%20assets%20are%20past%20end-of-life%20or%20nearing%20refresh%20thresholds.%20Create%20a%20table%20of%20at-risk%20devices%20and%20include%20a%20narrative%20summary%20for%20IT%20leadership.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT communication & incident management","Draft an incident postmortem","Summarize the recent [insert system or service] outage. Include the root cause, timeline of events, user impact, and actions taken. Use information from the incident ticket or war room notes, and format the summary as a shareable internal postmortem report.","https://chatgpt.com/?prompt=Summarize%20the%20recent%20%5Binsert%20system%20or%20service%5D%20outage.%20Include%20the%20root%20cause%2C%20timeline%20of%20events%2C%20user%20impact%2C%20and%20actions%20taken.%20Use%20information%20from%20the%20incident%20ticket%20or%20war%20room%20notes%2C%20and%20format%20the%20summary%20as%20a%20shareable%20internal%20postmortem%20report.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT communication & incident management","Create a DR playbook draft","Create a draft disaster recovery playbook for a critical production service. Use this system diagram and our recovery objectives (RTO, RPO). Organize the playbook into steps to take before, during, and after a service outage.","https://chatgpt.com/?prompt=Create%20a%20draft%20disaster%20recovery%20playbook%20for%20a%20critical%20production%20service.%20Use%20this%20system%20diagram%20and%20our%20recovery%20objectives%20%28RTO%2C%20RPO%29.%20Organize%20the%20playbook%20into%20steps%20to%20take%20before%2C%20during%2C%20and%20after%20a%20service%20outage.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT communication & incident management","Write internal comms for downtime","Write a professional internal communication announcing planned downtime for [insert system or tool]. Include timing, affected users, impact on work, and who to contact for questions. Write the message in the tone of an IT team update.","https://chatgpt.com/?prompt=Write%20a%20professional%20internal%20communication%20announcing%20planned%20downtime%20for%20%5Binsert%20system%20or%20tool%5D.%20Include%20timing%2C%20affected%20users%2C%20impact%20on%20work%2C%20and%20who%20to%20contact%20for%20questions.%20Write%20the%20message%20in%20the%20tone%20of%20an%20IT%20team%20update.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT communication & incident management","Translate error logs to plain language","Help translate these system error logs into language that can be understood by a non-technical executive. Use definitions where needed, and summarize what each log entry means in a few clear sentences. Present the explanation as an email draft.","https://chatgpt.com/?prompt=Help%20translate%20these%20system%20error%20logs%20into%20language%20that%20can%20be%20understood%20by%20a%20non-technical%20executive.%20Use%20definitions%20where%20needed%2C%20and%20summarize%20what%20each%20log%20entry%20means%20in%20a%20few%20clear%20sentences.%20Present%20the%20explanation%20as%20an%20email%20draft.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT communication & incident management","Evaluate SaaS tool redundancy","Review our current list of SaaS tools used by IT, engineering, and ops. Use the attached spreadsheet with cost, team usage, and tool functions. Identify overlapping tools and recommend 3–5 candidates for consolidation, explaining why each was chosen in a short summary report.","https://chatgpt.com/?prompt=Review%20our%20current%20list%20of%20SaaS%20tools%20used%20by%20IT%2C%20engineering%2C%20and%20ops.%20Use%20the%20attached%20spreadsheet%20with%20cost%2C%20team%20usage%2C%20and%20tool%20functions.%20Identify%20overlapping%20tools%20and%20recommend%203%E2%80%935%20candidates%20for%20consolidation%2C%20explaining%20why%20each%20was%20chosen%20in%20a%20short%20summary%20report.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT monitoring & optimization","Summarize system health trends","Analyze the system health logs from the last 30 days. Focus on spikes in CPU/memory, service outages, and recurring error codes. Provide a concise summary of the key issues and add brief commentary on possible causes or needed follow-ups.","https://chatgpt.com/?prompt=Analyze%20the%20system%20health%20logs%20from%20the%20last%2030%20days.%20Focus%20on%20spikes%20in%20CPU%2Fmemory%2C%20service%20outages%2C%20and%20recurring%20error%20codes.%20Provide%20a%20concise%20summary%20of%20the%20key%20issues%20and%20add%20brief%20commentary%20on%20possible%20causes%20or%20needed%20follow-ups.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT monitoring & optimization","Suggest system monitoring improvements","Review our monitoring setup for [insert system] based on the current configuration and recent alert history. Identify 2–3 areas for improvement, such as gaps in alert coverage, noise reduction, or metrics tuning. Present the suggestions in a short internal memo.","https://chatgpt.com/?prompt=Review%20our%20monitoring%20setup%20for%20%5Binsert%20system%5D%20based%20on%20the%20current%20configuration%20and%20recent%20alert%20history.%20Identify%202%E2%80%933%20areas%20for%20improvement%2C%20such%20as%20gaps%20in%20alert%20coverage%2C%20noise%20reduction%2C%20or%20metrics%20tuning.%20Present%20the%20suggestions%20in%20a%20short%20internal%20memo.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT monitoring & optimization","Analyze service uptime and incident frequency","Review this CSV with daily uptime % and incident logs for [insert service] over the past quarter. Identify patterns in outages, frequency of issues by severity, and calculate overall uptime. Summarize findings and suggest actions for improvement in a brief report.","https://chatgpt.com/?prompt=Review%20this%20CSV%20with%20daily%20uptime%20%25%20and%20incident%20logs%20for%20%5Binsert%20service%5D%20over%20the%20past%20quarter.%20Identify%20patterns%20in%20outages%2C%20frequency%20of%20issues%20by%20severity%2C%20and%20calculate%20overall%20uptime.%20Summarize%20findings%20and%20suggest%20actions%20for%20improvement%20in%20a%20brief%20report.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT monitoring & optimization","Audit user access logs for anomalies","Analyze this user access log export. Identify users or IP addresses with unusual access frequency, after-hours logins, or failed attempts. Flag suspicious patterns and summarize results in a security review format.","https://chatgpt.com/?prompt=Analyze%20this%20user%20access%20log%20export.%20Identify%20users%20or%20IP%20addresses%20with%20unusual%20access%20frequency%2C%20after-hours%20logins%2C%20or%20failed%20attempts.%20Flag%20suspicious%20patterns%20and%20summarize%20results%20in%20a%20security%20review%20format.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"IT","IT monitoring & optimization","Forecast IT support ticket volume","Analyze this export of support ticket volume by week for the past 12 months. Identify seasonality trends and forecast volume for the next quarter. Visualize the trend and provide commentary for capacity planning.","https://chatgpt.com/?prompt=Analyze%20this%20export%20of%20support%20ticket%20volume%20by%20week%20for%20the%20past%2012%20months.%20Identify%20seasonality%20trends%20and%20forecast%20volume%20for%20the%20next%20quarter.%20Visualize%20the%20trend%20and%20provide%20commentary%20for%20capacity%20planning.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-it"
"Managers","Strategic planning & alignment","Draft quarterly goals","Draft clear and measurable quarterly goals for my team. Here is the business context, company objectives, and recent performance: [insert context]. Return 3 Objectives with 3-4 Key Results each, in a simple bullet format.","https://chatgpt.com/?prompt=Draft%20clear%20and%20measurable%20quarterly%20goals%20for%20my%20team.%20Here%20is%20the%20business%20context%2C%20company%20objectives%2C%20and%20recent%20performance%3A%20%5Binsert%20context%5D.%20Return%203%20Objectives%20with%203-4%20Key%20Results%20each%2C%20in%20a%20simple%20bullet%20format.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Strategic planning & alignment","Exec update talking points","I need to brief my VP on team progress. Based on this weekly summary: [insert notes], generate concise talking points grouped into achievements, blockers, and asks.","https://chatgpt.com/?prompt=I%20need%20to%20brief%20my%20VP%20on%20team%20progress.%20Based%20on%20this%20weekly%20summary%3A%20%5Binsert%20notes%5D%2C%20generate%20concise%20talking%20points%20grouped%20into%20achievements%2C%20blockers%2C%20and%20asks.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Strategic planning & alignment","Run a skills gap analysis","I’m trying to assess skill gaps on my team. Here’s our current skill matrix and desired future state: [insert info]. Identify key gaps and suggest training or hiring solutions. Return findings in a short table.","https://chatgpt.com/?prompt=I%E2%80%99m%20trying%20to%20assess%20skill%20gaps%20on%20my%20team.%20Here%E2%80%99s%20our%20current%20skill%20matrix%20and%20desired%20future%20state%3A%20%5Binsert%20info%5D.%20Identify%20key%20gaps%20and%20suggest%20training%20or%20hiring%20solutions.%20Return%20findings%20in%20a%20short%20table.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Strategic planning & alignment","Plan a hiring roadmap","I need to plan hiring needs for the next two quarters. Here’s our current team structure and projected growth: [insert info]. Suggest a phased hiring plan with rationale for each role and proposed timing.","https://chatgpt.com/?prompt=I%20need%20to%20plan%20hiring%20needs%20for%20the%20next%20two%20quarters.%20Here%E2%80%99s%20our%20current%20team%20structure%20and%20projected%20growth%3A%20%5Binsert%20info%5D.%20Suggest%20a%20phased%20hiring%20plan%20with%20rationale%20for%20each%20role%20and%20proposed%20timing.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Strategic planning & alignment","Reframe goals after a pivot","We just experienced a strategic pivot. Here’s what changed: [insert details]. Help me reframe our team’s goals and narrative to align with the new direction. Provide 2-3 talking points and a revised team goal statement.","https://chatgpt.com/?prompt=We%20just%20experienced%20a%20strategic%20pivot.%20Here%E2%80%99s%20what%20changed%3A%20%5Binsert%20details%5D.%20Help%20me%20reframe%20our%20team%E2%80%99s%20goals%20and%20narrative%20to%20align%20with%20the%20new%20direction.%20Provide%202-3%20talking%20points%20and%20a%20revised%20team%20goal%20statement.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Managerial coaching & performance enablement","Create a 1:1 template","Draft a 1:1 meeting template for my direct reports. I want it to include check-ins on progress, roadblocks, career growth, and feedback. Format it as a bulleted agenda with guiding questions.","https://chatgpt.com/?prompt=Draft%20a%201%3A1%20meeting%20template%20for%20my%20direct%20reports.%20I%20want%20it%20to%20include%20check-ins%20on%20progress%2C%20roadblocks%2C%20career%20growth%2C%20and%20feedback.%20Format%20it%20as%20a%20bulleted%20agenda%20with%20guiding%20questions.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Managerial coaching & performance enablement","Improve feedback delivery","I want to give constructive feedback to a report who is underperforming. The issue is [insert behavior]. Suggest 2-3 ways to phrase it constructively, with pros and cons of each approach.","https://chatgpt.com/?prompt=I%20want%20to%20give%20constructive%20feedback%20to%20a%20report%20who%20is%20underperforming.%20The%20issue%20is%20%5Binsert%20behavior%5D.%20Suggest%202-3%20ways%20to%20phrase%20it%20constructively%2C%20with%20pros%20and%20cons%20of%20each%20approach.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Managerial coaching & performance enablement","Prepare for a difficult conversation","I have a difficult conversation coming up with a team member about [insert issue]. Help me think through what to say, how to open, and what questions to ask. Return a 3-part conversation guide.","https://chatgpt.com/?prompt=I%20have%20a%20difficult%20conversation%20coming%20up%20with%20a%20team%20member%20about%20%5Binsert%20issue%5D.%20Help%20me%20think%20through%20what%20to%20say%2C%20how%20to%20open%2C%20and%20what%20questions%20to%20ask.%20Return%20a%203-part%20conversation%20guide.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Managerial coaching & performance enablement","Resolve a cross-team conflict","I’m dealing with a conflict between my team and another function. Here’s a summary of the tension and recent incidents: [insert info]. Suggest root causes and a 3-step mediation approach I can try.","https://chatgpt.com/?prompt=I%E2%80%99m%20dealing%20with%20a%20conflict%20between%20my%20team%20and%20another%20function.%20Here%E2%80%99s%20a%20summary%20of%20the%20tension%20and%20recent%20incidents%3A%20%5Binsert%20info%5D.%20Suggest%20root%20causes%20and%20a%203-step%20mediation%20approach%20I%20can%20try.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team analytics & health diagnostics","Identify burnout risk from hours","Based on this timesheet data (weekly hours logged per person), flag any early signs of burnout risk. Use a threshold of >45 hours for 2+ weeks. Return a summary of flagged employees and trends in average hours.","https://chatgpt.com/?prompt=Based%20on%20this%20timesheet%20data%20(weekly%20hours%20logged%20per%20person)%2C%20flag%20any%20early%20signs%20of%20burnout%20risk.%20Use%20a%20threshold%20of%20%3E45%20hours%20for%202%2B%20weeks.%20Return%20a%20summary%20of%20flagged%20employees%20and%20trends%20in%20average%20hours.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team analytics & health diagnostics","Analyze workload distribution","I have a CSV that shows task assignments and completion times per team member for the last 4 weeks. Analyze workload distribution across the team—identify who may be overburdened or underutilized, and summarize in a short paragraph with a chart.","https://chatgpt.com/?prompt=I%20have%20a%20CSV%20that%20shows%20task%20assignments%20and%20completion%20times%20per%20team%20member%20for%20the%20last%204%20weeks.%20Analyze%20workload%20distribution%20across%20the%20team%E2%80%94identify%20who%20may%20be%20overburdened%20or%20underutilized%2C%20and%20summarize%20in%20a%20short%20paragraph%20with%20a%20chart.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team analytics & health diagnostics","Diagnose team health issues","I’m noticing signs of disengagement or dysfunction on my team. Based on this description of recent behavior and team dynamics: [insert description], what are the likely causes and what should I do next? Provide a 3-part action plan.","https://chatgpt.com/?prompt=I%E2%80%99m%20noticing%20signs%20of%20disengagement%20or%20dysfunction%20on%20my%20team.%20Based%20on%20this%20description%20of%20recent%20behavior%20and%20team%20dynamics%3A%20%5Binsert%20description%5D%2C%20what%20are%20the%20likely%20causes%20and%20what%20should%20I%20do%20next%3F%20Provide%20a%203-part%20action%20plan.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","People & talent research & benchmarking","Hybrid engagement best practices","I lead a hybrid team in [insert industry]. Research effective engagement and collaboration practices from the last 2 years. Focus on techniques proven to improve team trust, reduce burnout, and sustain productivity. Provide a top 5 list with supporting evidence and links.","https://chatgpt.com/?prompt=I%20lead%20a%20hybrid%20team%20in%20%5Binsert%20industry%5D.%20Research%20effective%20engagement%20and%20collaboration%20practices%20from%20the%20last%202%20years.%20Focus%20on%20techniques%20proven%20to%20improve%20team%20trust%2C%20reduce%20burnout%2C%20and%20sustain%20productivity.%20Provide%20a%20top%205%20list%20with%20supporting%20evidence%20and%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","People & talent research & benchmarking","Benchmark manager-to-IC ratios","I’m a [insert role, e.g. Senior Engineering Manager] at a [insert company type, e.g., 500-person SaaS company]. I want to benchmark manager-to-IC ratios across similar tech firms. Focus on industry norms, variations by team type (engineering, product, etc.), and recommendations for scaling. Provide citations and a comparison table.","https://chatgpt.com/?prompt=I%E2%80%99m%20a%20%5Binsert%20role%2C%20e.g.%20Senior%20Engineering%20Manager%5D%20at%20a%20%5Binsert%20company%20type%2C%20e.g.%2C%20500-person%20SaaS%20company%5D.%20I%20want%20to%20benchmark%20manager-to-IC%20ratios%20across%20similar%20tech%20firms.%20Focus%20on%20industry%20norms%2C%20variations%20by%20team%20type%20(engineering%2C%20product%2C%20etc.)%2C%20and%20recommendations%20for%20scaling.%20Provide%20citations%20and%20a%20comparison%20table.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","People & talent research & benchmarking","Research effective upskilling programs","I’m designing an upskilling program for a [insert team type, e.g., customer support team]. Find case studies or frameworks from companies that have implemented successful internal training programs. Include how they measured success, duration, and tools used. Summarize in 3–4 paragraphs with links.","https://chatgpt.com/?prompt=I%E2%80%99m%20designing%20an%20upskilling%20program%20for%20a%20%5Binsert%20team%20type%2C%20e.g.%2C%20customer%20support%20team%5D.%20Find%20case%20studies%20or%20frameworks%20from%20companies%20that%20have%20implemented%20successful%20internal%20training%20programs.%20Include%20how%20they%20measured%20success%2C%20duration%2C%20and%20tools%20used.%20Summarize%20in%203%E2%80%934%20paragraphs%20with%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","People & talent research & benchmarking","Compare DEI strategy examples","I’m helping shape our team’s DEI goals. Research how leading companies in [insert industry] structure their DEI initiatives at the team level. Include examples of KPIs, training, and rituals. Return a comparison table with links.","https://chatgpt.com/?prompt=I%E2%80%99m%20helping%20shape%20our%20team%E2%80%99s%20DEI%20goals.%20Research%20how%20leading%20companies%20in%20%5Binsert%20industry%5D%20structure%20their%20DEI%20initiatives%20at%20the%20team%20level.%20Include%20examples%20of%20KPIs%2C%20training%2C%20and%20rituals.%20Return%20a%20comparison%20table%20with%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","People & talent research & benchmarking","Understand burnout risks and mitigation","I’m seeing signs of burnout on my team. Research recent studies or expert guidance on recognizing burnout in knowledge workers and preventing escalation. Summarize key risk factors and recommend a 3-part action plan with citations.","https://chatgpt.com/?prompt=I%E2%80%99m%20seeing%20signs%20of%20burnout%20on%20my%20team.%20Research%20recent%20studies%20or%20expert%20guidance%20on%20recognizing%20burnout%20in%20knowledge%20workers%20and%20preventing%20escalation.%20Summarize%20key%20risk%20factors%20and%20recommend%20a%203-part%20action%20plan%20with%20citations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team culture & visual communication","Depict a team growth journey","Design a visual metaphor for a team’s growth journey over a year. Include representations of challenges, milestones, and collaboration. Style should be inspiring, like a timeline or path through a landscape.","https://chatgpt.com/?prompt=Design%20a%20visual%20metaphor%20for%20a%20team%E2%80%99s%20growth%20journey%20over%20a%20year.%20Include%20representations%20of%20challenges%2C%20milestones%2C%20and%20collaboration.%20Style%20should%20be%20inspiring%2C%20like%20a%20timeline%20or%20path%20through%20a%20landscape.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team culture & visual communication","Summarize team culture visually","Design an image that represents our team culture. Our values are [insert 3–5 values, e.g. curiosity, impact, accountability]. Use icons or illustrations to match each value, and organize in a clean layout suitable for a wiki or mural board.","https://chatgpt.com/?prompt=Design%20an%20image%20that%20represents%20our%20team%20culture.%20Our%20values%20are%20%5Binsert%203%E2%80%935%20values%2C%20e.g.%20curiosity%2C%20impact%2C%20accountability%5D.%20Use%20icons%20or%20illustrations%20to%20match%20each%20value%2C%20and%20organize%20in%20a%20clean%20layout%20suitable%20for%20a%20wiki%20or%20mural%20board.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Managers","Team culture & visual communication","Show quarterly focus areas","Create a visual dashboard or poster that shows our team’s three strategic priorities this quarter: [insert priorities]. Make it visually engaging and easy to present in an all-hands slide.","https://chatgpt.com/?prompt=Create%20a%20visual%20dashboard%20or%20poster%20that%20shows%20our%20team%E2%80%99s%20three%20strategic%20priorities%20this%20quarter%3A%20%5Binsert%20priorities%5D.%20Make%20it%20visually%20engaging%20and%20easy%20to%20present%20in%20an%20all-hands%20slide.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-for-managers"
"Executives","Investor & market intelligence","Summarize investor trends","I’m preparing for our investor update. Research the latest funding and market trends in [industry]. Focus on valuation benchmarks, risk sentiment, and notable exits. Present in a concise brief with sources.","https://chatgpt.com/?prompt=I%E2%80%99m%20preparing%20for%20our%20investor%20update.%20Research%20the%20latest%20funding%20and%20market%20trends%20in%20%5Bindustry%5D.%20Focus%20on%20valuation%20benchmarks%2C%20risk%20sentiment%2C%20and%20notable%20exits.%20Present%20in%20a%20concise%20brief%20with%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Investor & market intelligence","Survey investor sentiment","Research current investor sentiment for companies in the [industry] space. Pull insights from earnings calls, investor letters, and analyst notes. Focus on risk appetite, funding trends, and growth expectations. Provide a 1-page briefing with source links.","https://chatgpt.com/?prompt=Research%20current%20investor%20sentiment%20for%20companies%20in%20the%20%5Bindustry%5D%20space.%20Pull%20insights%20from%20earnings%20calls%2C%20investor%20letters%2C%20and%20analyst%20notes.%20Focus%20on%20risk%20appetite%2C%20funding%20trends%2C%20and%20growth%20expectations.%20Provide%20a%201-page%20briefing%20with%20source%20links.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Investor & market intelligence","Benchmark executive compensation","Conduct research on executive compensation benchmarks for [title, e.g. CFO] at [company size and industry]. Include total compensation breakdowns, geographic variations, and trends across public/private companies. Summarize in a 1-page brief with data tables and citations.","https://chatgpt.com/?prompt=Conduct%20research%20on%20executive%20compensation%20benchmarks%20for%20%5Btitle%2C%20e.g.%20CFO%5D%20at%20%5Bcompany%20size%20and%20industry%5D.%20Include%20total%20compensation%20breakdowns%2C%20geographic%20variations%2C%20and%20trends%20across%20public%2Fprivate%20companies.%20Summarize%20in%20a%201-page%20brief%20with%20data%20tables%20and%20citations.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Investor & market intelligence","Evaluate M&A opportunities in a sector","I’m evaluating M&A options in the [sector/vertical]. Research recent acquisitions (past 24 months), typical deal sizes, common targets, and integration outcomes. Provide company examples, risks, and strategic rationale. Format as an investor-style briefing.","https://chatgpt.com/?prompt=I%E2%80%99m%20evaluating%20M%26A%20options%20in%20the%20%5Bsector%2Fvertical%5D.%20Research%20recent%20acquisitions%20(past%2024%20months)%2C%20typical%20deal%20sizes%2C%20common%20targets%2C%20and%20integration%20outcomes.%20Provide%20company%20examples%2C%20risks%2C%20and%20strategic%20rationale.%20Format%20as%20an%20investor-style%20briefing.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Investor & market intelligence","Assess future trends in [your industry]","I’m an executive at [company/industry]. Conduct deep research on 3–5 emerging trends in [industry/topic] over the next 3 years. Include industry-specific examples, expert citations, and potential implications for strategy and talent planning. Present as an executive summary with bullet points and links to sources.","https://chatgpt.com/?prompt=I%E2%80%99m%20an%20executive%20at%20%5Bcompany%2Findustry%5D.%20Conduct%20deep%20research%20on%203%E2%80%935%20emerging%20trends%20in%20%5Bindustry%2Ftopic%5D%20over%20the%20next%203%20years.%20Include%20industry-specific%20examples%2C%20expert%20citations%2C%20and%20potential%20implications%20for%20strategy%20and%20talent%20planning.%20Present%20as%20an%20executive%20summary%20with%20bullet%20points%20and%20links%20to%20sources.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Executive & organizational communications","Draft a vision statement","Help me draft a compelling vision statement for our [company/team/initiative]. Our focus areas are: [insert key goals, values, or direction]. Make it inspiring, concise, and easy to communicate across departments.","https://chatgpt.com/?prompt=Help%20me%20draft%20a%20compelling%20vision%20statement%20for%20our%20%5Bcompany%2Fteam%2Finitiative%5D.%20Our%20focus%20areas%20are%3A%20%5Binsert%20key%20goals%2C%20values%2C%20or%20direction%5D.%20Make%20it%20inspiring%2C%20concise%2C%20and%20easy%20to%20communicate%20across%20departments.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Executive & organizational communications","Generate town hall talking points","I need talking points for an upcoming company-wide town hall. The theme is [insert theme or announcement]. Make it engaging, clear, and forward-looking. Limit to 5 minutes of content.","https://chatgpt.com/?prompt=I%20need%20talking%20points%20for%20an%20upcoming%20company-wide%20town%20hall.%20The%20theme%20is%20%5Binsert%20theme%20or%20announcement%5D.%20Make%20it%20engaging%2C%20clear%2C%20and%20forward-looking.%20Limit%20to%205%20minutes%20of%20content.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
"Executives","Executive & organizational communications","Refresh internal comms strategy","Help me design a new internal communications plan for [company or team]. We’re trying to improve alignment, morale, and transparency. Suggest 3 guiding principles and a simple comms calendar.","https://chatgpt.com/?prompt=Help%20me%20design%20a%20new%20internal%20communications%20plan%20for%20%5Bcompany%20or%20team%5D.%20We%E2%80%99re%20trying%20to%20improve%20alignment%2C%20morale%2C%20and%20transparency.%20Suggest%203%20guiding%20principles%20and%20a%20simple%20comms%20calendar.","https://academy.openai.com/public/clubs/work-users-ynjqu/resources/use-cases-executives"
